Geneid	C07	C10	C11	C12	C17	C18	C35	C36	C37	C39	C42	C44	C49	D01	D04	D05	D15	D16	D19	D20	D25	D31	D38	D41	D51	D57	E02	E03	E06
ARHGAP35	2794.341655	2543.887422	2667.638938	2429.494426	2567.986506	2715.936305	2229.313546	2781.548532	2299.681593	2502.646124	2847.061035	2670.20756	2556.228314	2899.349827	2589.984067	2874.808828	2798.570121	2589.536531	2792.925887	3121.883517	3046.672815	2783.428224	2645.574456	2653.085135	3006.111622	2615.262126	2436.969677	2480.398142	2699.180845
HSD17B14	354.3626545	246.969494	324.5153162	252.8254362	301.5208742	327.3562091	261.0777087	325.8909996	254.5381625	266.7189136	287.0737218	322.211426	290.7952037	382.5931307	335.3850336	311.6963351	315.1828783	318.3498935	391.7059903	349.6877631	393.7955684	308.889514	331.2935173	387.0548605	277.8140667	324.9340614	240.1018596	276.5911597	297.907922
PLEKHA4	494.5422588	336.4070062	476.776057	423.6801255	459.3640165	482.9437609	330.698431	474.738599	397.7158789	404.7227295	518.6563891	378.0401385	447.270718	479.1420564	491.7389104	516.5963164	442.1021582	452.6673828	486.2128325	537.1848204	513.79836	479.163789	489.7797532	496.1339575	444.5025067	439.6166713	389.0420507	460.6135038	417.9715682
SNRNP70	488.8496861	383.1584331	476.0070633	400.9653402	448.2340513	506.5930688	311.8428187	505.557265	373.8529261	359.6060974	449.1076008	376.4450324	444.5012399	505.0805737	416.5458246	494.2435912	426.2372482	442.2010849	470.0471884	519.9304899	506.8079061	502.2663289	480.2323896	456.7247354	490.2601177	466.2097403	342.8192328	390.350427	452.4898665
CTU1	115.9861701	112.8132256	109.9660906	115.5491251	106.2405765	119.4912398	84.12503946	137.0447061	100.7546893	103.502862	137.6178151	95.70636417	113.5486033	130.4131011	110.9993172	155.2272585	112.1120305	179.6714467	139.273241	140.3352207	157.2852122	135.1926405	126.0251996	130.8949165	129.9189312	107.2033093	92.4456358	117.1051281	130.5692152
CD33	86.81173464	81.30682929	77.66835767	106.6607309	94.09879632	90.86313028	87.02590289	83.27596972	117.5471375	83.59846544	90.2654486	81.35040955	103.8554299	54.03857778	90.7091194	89.41090092	65.57496126	65.41436168	89.53279779	70.16761037	78.06006829	74.44151722	85.92627249	47.15031937	94.78362276	90.58264116	124.5448149	97.02996327	85.54534789
ZNF649-AS1	0.711571595	3.049006099	3.844968201	9.875993601	4.047260057	1.244700415	1.450431715	6.55716297	4.419065321	5.307839076	5.91904581	3.190212139	4.154217195	2.882057482	13.12895149	3.725454205	12.69192799	9.594106379	1.24351108	9.202309557	11.65075646	11.97909473	11.45683633	8.444833319	7.353901766	5.817233836	3.851901492	6.691721605	6.753580096
TSEN34	42.69429573	48.78409758	23.06980921	43.45437185	40.47260057	56.01151866	33.35992944	51.80158746	37.12014869	47.77055168	47.35236648	27.11680318	40.15743289	47.55394845	38.19331343	55.88181307	38.07578396	67.15874466	67.14959835	70.16761037	46.60302585	47.06072928	33.41577263	53.48394436	53.92861295	66.48267241	35.95108059	30.11274722	52.52784519
ZIM2	11.38514553	17.27770123	21.53182193	31.60317952	10.11815014	0	24.65733915	10.49146075	29.16583112	23.88527584	10.35833017	7.975530348	12.46265159	12.96925867	11.93541045	1.241818068	6.345963993	12.21068085	7.461066483	5.751443473	12.81583211	5.989547363	14.32104541	16.18593053	8.171001962	8.310334052	29.53124477	16.72930401	12.7567624
USP29	15.6545751	25.40838415	23.83880285	44.44197121	19.22448527	18.67050622	31.90949773	13.77004224	25.63057886	30.52007469	11.83809162	30.30701532	20.77108598	11.52822993	13.12895149	12.41818068	20.09555264	21.80478723	13.67862189	14.95375303	9.32060517	11.1234451	14.32104541	23.92702774	19.61040471	9.141367457	14.1236388	21.19045175	10.50556904
ZNF549	45.54058211	69.1108049	43.8326375	75.05755137	69.81523598	48.54331618	78.3233126	46.55585709	65.40216674	53.07839076	53.27141229	66.99445492	65.08273606	43.23086223	57.28997015	40.97999625	54.99835461	60.18121274	69.63662051	37.95952692	44.27287456	48.77202853	53.46523621	43.63163882	46.57471118	44.87580388	62.91439103	64.68664218	59.28142529
ZNF587B	162.9498954	136.1889391	183.0204864	147.1523047	178.0794425	176.7474589	133.4397178	175.7319676	134.3395857	160.562132	156.1148332	148.3448645	167.5534269	189.4952794	180.2246977	177.5799838	196.7248838	167.4607659	165.3869737	182.8959024	192.2374816	190.809866	192.8567449	233.6403885	144.6267347	189.4756164	164.347797	128.2579974	163.5867179
HYDIN2	1297.195018	1518.405037	1192.709136	1738.174874	1200.012607	1188.688896	1580.970569	1205.206554	1636.821795	1449.040068	1235.600813	1400.503129	1433.204932	1246.489861	1469.249026	1190.903528	1237.462979	1368.468446	1223.614903	1271.069007	1172.0661	1278.340537	1219.198333	1324.431359	1080.206459	1297.243145	1588.267382	1494.484492	1257.666693
LOC101929551	134.4870315	89.43751222	89.20326227	99.74753537	75.88612607	99.57603318	123.2866958	70.81736008	90.14893254	94.21414359	76.94759553	78.16019741	84.46908297	77.09503764	88.32203731	62.09090342	64.5173006	63.6699787	85.80226455	64.4161669	57.08870666	64.17372174	68.74101799	76.00349987	75.17321805	98.89297522	104.0013403	90.33824167	92.29892798
LINC00298	328.0345055	359.7827196	290.679596	358.4985677	312.6508394	290.0151966	371.310519	274.0894121	350.8737865	386.1452928	270.0564651	326.9967442	358.6474179	289.6467769	290.0304739	273.199975	328.932467	292.1841488	302.1731926	312.8785249	270.2975499	314.0234117	332.2482536	330.0522356	260.6549626	287.5375582	371.0665104	324.5484978	303.1607065
ATP6V1C2	691.6475907	741.9248173	740.5408756	735.7615233	753.8021856	769.2248563	568.5692322	806.5310453	733.5648432	728.5009131	858.2616424	714.6075191	762.9912249	871.1018739	772.2210559	915.2199163	784.7842138	738.7461912	818.230291	850.0633453	794.5815907	907.8442503	800.0690705	805.7778459	835.0764005	783.6645011	784.5039371	814.1594619	808.928816
SDC1	259.7236323	231.7244635	276.0687169	243.9370419	243.8474184	323.6221078	205.9613035	319.9895529	251.8867233	260.0841147	273.015988	277.5484561	232.6361629	293.9698631	258.9984067	249.6054317	345.8550376	304.3948297	266.1113712	337.0345875	305.2498193	368.7849876	294.0587992	306.8289439	271.2772651	257.6203556	233.6820238	313.3956285	252.1336569
SLC5A6	131.6407452	95.53552442	136.1118743	136.2887117	112.3114666	95.84193194	118.9354006	159.9947765	131.6881466	149.9464539	146.4963838	148.3448645	117.7028205	157.7926471	145.6120075	161.4363489	153.3607965	136.0618723	138.0297299	173.6935929	186.4121034	130.9143924	144.1651905	201.9722636	130.7360314	162.8825474	138.6684537	124.9121366	131.319613
CAD	328.0345055	253.0675062	329.8982717	279.4906189	305.5681343	308.6857029	226.2673475	345.5624885	289.890685	276.0076319	341.0850148	261.5973954	328.1831584	353.7725559	313.9012948	301.7617906	352.2010016	316.6055105	309.634259	396.8495996	349.5226939	337.9816012	306.4703719	363.8315688	294.9731708	295.0168588	274.7689731	322.317924	275.3959884
UCN	23.48186265	7.114347563	26.91477741	15.80158976	28.3308204	21.15990705	18.85561229	31.47438226	15.02482209	5.307839076	21.45654106	12.76084856	15.23212972	25.21800297	21.4837388	24.83636137	22.21087398	27.91012765	28.60075485	13.80346433	22.13643728	25.6694887	24.82314538	14.77845831	26.96430647	34.07236961	10.27173731	14.49873014	17.25914913
TRMT61B	118.8324564	160.5809879	153.0297344	106.6607309	97.13424137	115.7571386	182.7543961	99.66887714	141.4100903	136.6768562	110.9821089	124.4182734	110.7791252	102.3130406	101.4509888	89.41090092	88.8434959	107.2795532	90.77630887	113.8785808	83.88544653	113.8013999	116.477836	147.080847	84.16132021	108.0343427	148.940191	108.1828326	84.04455231
PCARE	138.0448895	156.5156464	125.3459634	128.3879168	148.7368071	138.161746	139.2414446	154.7490461	123.733829	151.2734137	127.2594849	102.0867884	157.8602534	138.3387591	106.225153	99.34544546	96.24712056	112.5127021	136.7862189	106.9768486	94.37112734	116.3683488	139.3915087	94.30063873	113.5769273	110.5274429	151.5081253	124.9121366	138.0731931
LINC01936	22.77029105	25.40838415	28.45276469	21.72718592	25.29537536	26.13870871	31.90949773	16.39290742	25.63057886	30.52007469	31.0749905	33.49722746	30.46425943	20.17440237	28.64498507	21.11090716	12.69192799	19.18821276	23.62671053	25.30635128	30.2919668	20.53559096	22.91367266	15.48219442	14.70780353	24.09996875	16.69157313	20.07516481	51.7774474
SLC8A1-AS1	429.077672	646.3892929	489.8489489	716.0095361	588.8763383	413.2405377	614.9830471	453.7556775	760.9630482	686.0382005	422.4718947	550.311594	473.5807603	389.07776	541.8676343	365.0945121	470.6589962	561.6913189	489.9433657	354.2889179	398.455871	459.4838477	418.1745261	426.4640826	419.9895008	469.5338739	532.846373	549.8364585	450.9890709
SLC8A1	1290.079302	1619.022238	1282.681392	1428.068675	1522.781596	1240.966314	1715.860719	1277.335347	1664.22	1190.282913	1078.746099	1264.919113	1444.282845	1015.204748	1334.378888	964.8926391	1026.988506	1322.242297	1417.602632	982.3465452	1024.101493	1205.610319	966.1931973	885.3000263	1439.730546	1402.784388	1489.40191	1222.35448	1467.778074
FSHR	288.8980677	551.8701038	366.0409728	646.8775809	360.2061451	246.4506821	504.7502367	333.1038789	630.1587147	345.0095399	312.2296665	438.6541691	329.5678975	275.2364895	373.578347	301.7617906	221.0510791	375.0423403	238.7541275	258.8149563	286.608609	246.4270915	447.7713533	453.9097909	262.289163	290.8616918	396.7458536	437.1924782	344.4325849
MIR217HG	179.316042	222.5774452	214.5492256	321.9573914	205.3984479	191.6838639	277.0324575	135.0775572	347.3385342	191.0822067	162.7737598	194.6029405	173.0923831	138.3387591	198.1278134	147.7763501	144.8995112	169.2051489	141.7602632	163.3409946	159.6153635	194.2324645	201.4493722	254.0487357	139.7241335	172.8549483	192.5950746	217.4809522	154.5819444
CCDC85A	466.7909666	519.3473721	591.3561094	759.4639079	492.7539119	465.5179551	651.2438399	243.9264625	713.2371427	431.2619249	344.0445377	435.463957	379.4185038	379.7110732	349.7075261	316.6636074	380.7578396	432.6069786	384.2449239	331.283144	392.6304928	330.2807546	391.441908	482.0592353	396.2935951	469.5338739	500.7471939	536.4530153	476.5025957
LINC01795	56.21415604	78.2578232	45.37062478	69.13195521	59.69708584	31.11751037	87.02590289	52.45730376	72.47267126	94.21414359	83.60652206	70.18466706	65.08273606	63.4052646	54.90288806	57.12363114	50.76771194	55.8202553	54.71448754	47.16183648	50.09825279	48.77202853	63.01259982	63.3362499	49.02601177	54.84820474	73.18612834	74.72422459	63.03341423
LINC02245	391.3643775	392.3054513	346.0471381	361.4613658	356.158885	351.005517	474.2911707	348.1853537	348.2223473	403.3957698	353.6629871	417.9177902	400.1895898	333.5981535	325.8367052	358.8854217	310.9522357	338.4102977	359.3747023	356.5894953	319.2307271	326.8581561	332.2482536	263.1973051	329.2913791	403.8822349	459.6602447	325.6637848	404.464408
LOC101927967	520.1588363	959.4205857	720.5470409	1347.085527	627.3253088	515.3059717	1047.211698	405.8883878	1109.185395	668.7877235	514.9569855	692.2760342	515.1229322	452.4830246	538.2870112	341.4999688	416.7183022	756.190021	366.8357687	351.9883405	538.2649485	408.1448703	693.1385981	717.107096	445.3196069	531.0303459	781.9360028	797.4301579	538.7856121
LOC105374820	20.63557627	53.86577441	30.75974561	43.45437185	25.29537536	12.44700415	42.06251973	15.73719113	68.937419	54.40535053	26.63570614	38.28254567	30.46425943	23.77697422	21.4837388	26.07817943	16.92257065	20.93259574	19.89617729	18.40461911	27.96181551	16.25734284	24.82314538	27.44570829	8.171001962	25.76203556	28.24727761	42.3809035	17.25914913
CTNNA2	1482.203633	2447.335562	2080.896791	3474.374549	1991.251948	1700.260767	2763.072417	1295.039687	3248.013011	2209.388015	1457.565031	1815.230707	1784.928655	1496.508347	1793.89219	1100.250809	1390.823775	2009.529191	1245.998103	1231.959192	1512.268189	1903.820412	2619.796574	2217.472482	1237.089697	1706.942614	2100.57028	2216.075138	1512.801942
LOC101927050	33.44386498	56.91478051	85.35829407	107.6483303	55.64982578	29.87280995	72.52158574	34.09724744	109.59282	65.02102868	42.91308212	66.99445492	44.31165008	51.1565203	63.25767537	32.28726978	46.53706928	62.79778721	33.57479917	29.90750606	33.78719374	36.7929338	47.73681805	57.70636102	37.58660902	53.18613793	86.02579998	69.14778992	44.27346952
ANKRD20A8P	165.7961817	295.7535916	190.7104228	357.5109684	212.481153	168.034556	274.1315941	153.4376135	384.4586829	156.5812527	196.0683925	220.1246376	206.3261207	179.4080782	186.192403	127.907261	139.6112078	213.6869148	152.9518629	151.8381077	168.9359687	136.0482901	243.457772	280.0869718	151.1635363	167.8687478	261.9293014	238.6714039	147.0779665
LINC00342	56.21415604	98.58453052	59.98150394	76.04515073	34.40171048	64.72442157	60.91813202	41.31012671	75.12411045	58.38622983	59.93033882	92.51615203	63.69799699	40.34880475	70.41892164	38.49636012	44.42174795	59.30902125	33.57479917	39.10981562	47.76810149	55.61722551	51.55576349	46.44658326	40.85500981	59.00337177	71.90216118	80.30065926	45.02386731
ANKRD36C	870.9636328	1164.72033	908.1814892	1134.751665	981.4605638	753.0437509	1363.405812	865.545512	1218.778215	1100.049648	998.0990997	1043.199369	1107.791252	798.3299225	1156.541272	962.4090029	940.2603316	910.5679145	882.8928671	722.3813002	840.0195409	859.0722218	901.2711247	752.2939015	781.9648877	1042.11589	1277.547328	1150.976116	939.4980312
CNNM3	308.8220724	245.9531586	291.4485897	292.3294106	314.6744694	341.0479136	281.3837527	315.3995389	298.7288157	294.5850687	321.1082352	288.7141986	351.7237225	391.9598175	365.2235597	317.9054255	328.932467	300.0338722	341.9655471	340.4854536	364.6686773	373.0632357	324.6103627	350.4605828	340.7307818	326.5961282	331.2635283	308.9344808	344.4325849
TSGA10	555.737416	800.8722686	548.2924655	773.290299	672.8569845	556.3810854	921.0241389	579.6532065	760.0792351	748.4053097	627.4188558	740.1292163	696.5237497	585.7781832	741.1889888	591.1054005	609.2125433	700.3697657	534.7097646	557.8900169	497.4873009	637.4589693	674.0438708	579.8785546	536.8348289	619.1198869	765.2444297	681.4403168	645.3420981
TXNDC9	197.8169035	189.0383781	186.0964609	179.7430835	168.9731074	154.3428514	172.6013741	150.8147483	175.8787998	145.9655746	179.0511357	207.363789	178.6313394	169.3208771	177.8376157	156.4690766	147.0148325	154.3778936	165.3869737	149.5375303	153.7899853	159.1508299	169.9430723	175.9340275	160.1516384	169.5308147	214.4225164	213.0198044	169.5899002
IL1RL1	334.4386498	369.9460733	302.2145006	393.0645453	353.12344	332.3350107	346.6531798	339.6610418	372.9691131	379.5104939	363.2814366	374.8499263	285.2562474	289.6467769	319.869	341.4999688	325.759485	293.0563403	293.468615	317.4796797	274.9578525	305.4669155	321.7461536	210.4170969	283.5337681	380.6132996	351.8070029	352.4306712	339.1798004
SLC9A4	321.6303611	424.8281831	328.3602844	435.5313178	353.12344	324.8668083	422.075629	319.3338366	390.6453743	309.1816262	290.0332447	303.0701532	332.3373756	280.2800901	349.7075261	257.0563401	260.1845237	330.5605743	348.1831025	241.5606259	292.4339872	320.0129591	309.334581	286.4205967	296.6073712	360.6684978	444.2526387	310.0497677	351.186165
LINC01796	103.1778813	116.8785671	158.4126899	159.9910963	107.2523915	98.33133277	168.2500789	113.4389194	143.1777164	119.4263792	105.8029439	116.4427431	173.0923831	82.13863823	108.6122351	95.61999126	89.90115657	113.3848936	135.5427078	83.9710747	110.6821864	108.6675022	101.2020543	98.52305539	120.1137288	131.303278	182.3233373	112.6439804	138.0731931
LINC01593	9.25043074	9.147018296	6.920942763	15.80158976	6.070890085	2.48940083	13.05388543	3.934297782	13.25719596	19.90439653	8.878568715	6.380424278	5.53895626	5.764114964	7.161246268	3.725454205	5.288303328	8.72191489	6.217555402	4.601154778	2.330151292	3.422598493	4.773681805	4.92615277	5.719701373	12.46550108	14.1236388	8.922295473	10.50556904
EDAR	1260.904867	1165.736665	1118.116753	1343.13513	1175.729047	1503.598101	1051.562993	1387.495684	1129.513096	1366.768562	1141.635961	1175.593173	1233.802507	1500.110919	1533.700242	1400.770781	1420.438274	1327.475446	1349.209522	1382.647011	1163.910571	1588.085701	1645.965486	1368.766734	1371.094129	1180.898469	1142.730776	1333.883173	1136.102252
FBLN7	666.0310133	591.5071831	575.2072429	622.1875969	652.6206842	675.8723252	456.8859902	712.7636148	615.1338926	605.0936546	708.065855	671.5396553	710.3711404	698.8989393	685.0925597	733.9144784	720.2669132	648.9104678	691.3921607	731.5836097	674.5787991	686.2309979	653.9944073	638.9923878	693.7180665	684.7715259	608.6004357	639.0594133	651.3452804
DPP10	1675.751107	2823.379647	2166.255085	3811.145931	2202.721286	1630.557543	3086.518689	1328.481218	3486.642538	2636.669061	1700.245909	2126.276391	1717.076441	1407.164565	1871.472358	1210.772617	1250.154907	2165.651467	1628.999515	1231.959192	1838.48937	1187.641677	2161.523121	2106.985913	1364.557328	2048.497344	2202.003686	2401.212769	1674.137466
MARCO	266.1277767	256.1165123	310.6734307	291.3418112	251.9419385	282.5469941	335.0497261	272.1222633	311.1021986	224.2562009	179.0511357	210.5540012	292.1799427	160.6747046	221.9986343	117.9727165	175.5716705	249.4467659	236.2671053	148.3872416	208.5485407	149.7386841	150.848345	172.4153469	285.1679685	256.7893222	315.8559223	213.0198044	325.6726402
GLI2	1629.498954	1630.201927	1533.373319	1869.525589	1694.790149	1787.389796	1630.285247	1862.234283	2018.629038	1836.51232	1876.337522	1792.899222	1665.841095	1915.127197	2266.534444	1873.903465	2068.784262	1801.947616	1933.65973	1983.097709	1706.835822	2148.536204	2393.524057	1823.380261	1633.383292	1671.208178	1516.365221	1872.566762	1577.336151
CNTNAP5	1364.79432	2027.589056	1681.789091	2769.228606	1503.557111	1242.211014	2296.033404	967.1815381	2360.664694	1491.50278	1134.977034	1603.0816	1363.967979	1238.564203	1194.734586	838.2271961	1160.25375	1565.583723	917.7111774	867.3176757	1289.73874	1164.539137	2017.357931	2080.243941	1005.850341	1363.725818	1529.204892	1685.198558	1217.895611
LINC01854	41.27115253	70.12714027	59.98150394	101.7227341	60.70890085	32.36221078	89.92676632	40.65441041	103.4061285	53.07839076	37.73391704	44.66296995	51.23534541	28.82057482	44.16101865	33.52908784	37.01812329	61.05340423	38.54884349	31.05779475	45.4379502	29.09208719	42.96313624	47.85405548	32.68400785	49.86200431	39.80298208	59.11020751	32.2671049
IMP4	84.67701985	75.2088171	79.20634495	72.09475329	60.70890085	83.39492779	46.41381487	93.76743047	59.2154753	62.36710914	75.46783408	55.82871243	87.2385611	74.21298016	73.99954477	85.68544671	94.13179923	83.73038295	84.55875347	74.76876515	79.22514394	88.98756082	100.2473179	80.22591653	94.78362276	84.76540733	60.3464567	64.68664218	75.03977885
LINC01945	96.77373698	191.0710488	136.1118743	255.7882343	125.4650618	125.7147419	188.5561229	80.65310453	253.6543494	110.1376608	101.3636595	119.6329552	124.6265159	89.34378194	95.48328358	93.13635512	85.67051391	143.0394042	69.63662051	48.31212517	106.0218838	90.69886007	146.0746632	154.8219442	93.96652256	109.6964095	121.9768806	170.6389009	108.8076793
ANKRD30BL	348.6700818	618.948238	552.9064274	862.1742414	486.6830219	383.3677277	678.8020425	340.3167581	768.0335527	525.4760685	387.6975005	535.9556394	402.9590679	351.6110128	391.4814627	285.6181557	350.0856803	493.6603828	310.8777701	314.0288136	356.5131477	367.929338	510.7839531	589.7308601	328.4742789	375.6270991	472.4999163	535.3377284	396.2100323
THSD7B	1083.72354	1798.913598	1437.249114	2590.473122	1444.87184	994.5156314	2000.145335	758.0080393	2341.220807	1350.845045	991.4401731	1395.717811	1057.940646	955.4020552	1003.768019	665.6144846	923.337761	1431.266233	660.3043837	683.2714846	1050.898233	826.5575361	1437.83296	1453.215067	836.7106009	1101.950295	1403.37611	1427.567276	1035.548948
RPRM	4.981001168	6.098012197	6.151949122	9.875993601	2.023630028	11.20230373	0	7.212879267	4.419065321	0	5.179165084	3.190212139	1.384739065	12.2487443	2.387082089	3.725454205	4.230642662	6.977531912	7.461066483	11.50288695	11.65075646	12.83474435	6.683154527	14.77845831	9.805202354	13.29653448	2.567934328	2.230573868	7.503977885
GCA	374.2866592	466.4979331	351.4300936	380.2257536	353.12344	304.9516016	478.6424659	347.5296374	413.624514	388.7992123	349.2237028	362.0890778	366.9558522	289.6467769	356.8687724	321.6308797	313.067557	353.2375531	324.556392	218.554852	297.0942898	274.6635291	334.1577263	261.0860968	298.2415716	425.4891034	350.5230357	352.4306712	401.4628168
SCN1A	101.0431665	162.6136586	113.8110588	145.1771059	129.5123218	94.59723152	145.0431715	112.1274868	157.3187254	126.061178	126.5196042	103.6818945	109.3943861	88.62326757	109.8057761	111.7636261	103.6507452	129.9565319	105.6984418	66.71674428	102.5266569	115.5126991	108.8399451	95.00437484	98.05202354	87.25850754	124.5448149	112.6439804	95.30051914
SCN7A	276.8013506	281.5248964	235.3120539	319.9821927	233.7292683	184.2156614	364.0583604	203.9277684	347.3385342	410.0305686	193.1088695	255.2169711	180.0160785	199.5824806	235.1275858	228.4945246	190.3789198	192.7543191	213.8839058	180.595325	198.0628599	194.2324645	236.7746175	235.0478607	214.0802514	191.1376832	276.0529402	282.1675943	197.3546184
DLX2-DT	43.40586732	55.89844514	81.51332587	76.04515073	67.79160595	89.61842986	75.42244917	85.24311861	85.72986722	42.46271261	106.5428246	71.77977313	73.39117045	92.22583942	95.48328358	111.7636261	95.1894599	80.24161699	89.53279779	109.277426	85.05052217	103.5336044	63.01259982	88.67074985	89.06392138	76.45507328	60.3464567	73.60893765	78.04137
TTN	520.8704078	658.5853173	529.8366182	727.8607284	542.3328476	423.198141	720.8645622	396.7083597	721.1914603	643.5754879	453.5468852	563.0724425	488.81289	415.0162774	483.3841231	397.3817819	438.9291762	521.5705104	410.3586566	370.3929597	443.8938212	457.7725484	457.3187169	539.7655963	458.3932101	552.6372144	607.3164685	584.4103535	493.7617448
CCDC141	620.4904312	751.0718356	694.4012572	908.5914113	668.8097244	573.8068912	865.9077337	446.5427983	893.5350078	699.3077982	485.3617564	720.9879434	595.437798	493.5523438	611.0930149	488.0345008	544.6952427	607.9174679	517.3006095	418.7050848	525.4491164	584.4086927	709.3691162	679.8090822	515.5902238	627.4302209	742.1330207	699.2849077	631.8349379
CERKL	461.0983938	484.7919697	431.4054322	638.976786	435.0804561	382.1230273	635.2890911	424.9041605	584.2004354	672.7686028	484.6218757	548.7164879	495.7365853	358.8161565	566.9319962	416.0090529	437.8715155	470.9834041	427.7678117	357.739784	318.0656514	437.2369575	422.9482079	420.1304576	384.0370922	459.5614731	520.0067014	530.8765807	408.2163969
ZSWIM2	64.04144359	85.37217076	61.51949122	76.04515073	63.7443459	82.15022737	104.4310835	64.26019711	91.0327456	80.9445459	77.68747625	76.56509134	65.08273606	40.34880475	77.5801679	64.57453955	59.22899727	62.79778721	57.2015097	50.61270256	88.54574911	53.05027664	63.01259982	52.07647214	45.75761099	59.00337177	57.77852238	66.91721605	81.79335894
CALCRL	377.1329456	547.8047624	434.4814068	483.9236865	506.9193221	502.8589676	568.5692322	419.6584301	555.0346043	459.12808	428.3909405	378.0401385	466.6570649	333.5981535	448.7714328	416.0090529	418.8336235	433.47917	472.5342106	324.3814119	320.3958027	425.2578628	407.6724261	353.9792633	419.1724006	447.9270054	489.1914894	443.8841998	447.9874797
BOLL	180.7391852	196.1527257	176.0995436	284.4286157	198.3157428	174.2580581	271.2307307	144.2575853	256.3057886	225.5831607	187.1898237	207.363789	184.1702957	172.2029345	180.2246977	177.5799838	176.6293311	239.8526595	141.7602632	151.8381077	143.3043045	178.8307713	161.350445	185.786333	171.5910412	186.9825162	179.7554029	208.5586567	151.5803533
SGO2	179.316042	271.3615428	204.5523083	261.7138304	192.2448527	186.7050622	294.4376381	226.2221225	301.3802549	360.9330571	255.2588505	271.1680318	235.4056411	172.9234489	236.3211268	221.0436162	227.3970431	225.0254042	192.7442175	182.8959024	241.1706588	211.3454569	216.7251539	236.4553329	180.5791434	192.79975	252.9415313	277.7064466	222.8681432
BMPR2	1874.279582	1921.890177	1993.231516	1717.435287	1902.212227	1860.82712	1734.716331	1735.025322	1706.643027	1847.127998	1761.656009	1768.972631	1750.310178	1879.101478	1853.569242	1830.439833	1922.82709	1967.663999	2161.222258	1989.999442	2054.028364	1997.086221	2357.244075	2457.446496	1831.12154	1933.814734	1967.037695	1815.687129	1721.412527
LOC101927960	585.623423	920.7998418	592.125103	974.7605684	700.1759899	694.5428314	1048.66213	409.8226856	1028.758407	837.3116142	589.6849388	748.1047466	595.437798	496.4344012	612.2865559	556.3344946	599.6935973	749.2124891	538.4402978	437.1097039	567.3918397	570.7182987	554.7018257	576.359874	447.7709075	651.5301897	686.9224327	789.6231494	586.0606728
IKZF2	717.2641682	777.4965551	622.8848486	863.1618407	690.0578397	720.6815401	1129.886306	569.8174621	863.4853636	818.7341774	534.9337651	752.8900648	674.3679247	591.5422981	748.350235	560.0599488	620.8468107	641.9329359	511.0830541	496.9247161	530.109419	640.0259182	875.493243	610.8429434	625.0816501	797.792069	820.4550177	750.5881067	616.0765843
IGFBP2	449.7132483	419.7465062	442.9403368	459.2337025	409.7850808	486.6778622	410.4721753	411.7898345	388.8777482	431.2619249	507.5581782	382.8254567	458.3486305	574.2499532	426.094153	558.8181307	478.0626208	498.8935317	533.4662535	596.9998325	493.992074	444.9378041	509.8292168	539.0618602	452.6735087	427.9822037	421.1412298	468.4205123	465.9970266
VIL1	402.0379514	322.1783111	391.4177629	390.1017472	432.0450111	455.5603518	411.922607	453.7556775	401.2511311	444.5315226	500.8992517	403.5618356	481.8891946	547.5909215	432.0618582	483.0672286	449.5057828	487.5550424	496.1609211	552.1385734	455.5445777	469.7516432	389.5324353	437.0201243	460.8445106	442.1097716	408.3015581	390.350427	433.7299217
NYAP2	520.8704078	820.1826405	644.4166706	1019.20254	632.3843839	570.07279	804.9896017	578.9974902	1022.571715	777.5984246	489.06116	717.7977313	668.8289684	533.1806341	772.2210559	449.5381407	608.1548827	694.2644253	533.4662535	447.4623022	490.496847	566.4400506	711.2785889	776.2209293	468.1984124	570.9199494	783.21997	865.4626609	538.0352143
CCL20	23.48186265	18.29403659	17.68685373	17.77678848	20.23630028	12.44700415	17.40518058	10.49146075	23.86295273	14.59655746	21.45654106	15.9510607	15.23212972	9.366686816	8.354787313	13.65999875	9.51894599	13.95506382	12.4351108	3.450866084	15.1459834	9.412145856	15.27578178	16.18593053	13.89070333	17.45170151	11.55570448	17.84459095	15.00795577
SPHKAP	243.3574856	397.3871282	330.6672653	519.4772634	310.6272094	231.5142771	407.5713119	155.4047624	525.8687731	283.9693906	196.8082732	287.1190925	245.0988145	172.9234489	257.8048657	185.0308922	152.3031358	320.966468	211.3968837	152.9883964	250.4912639	221.6132524	299.7872173	335.6821244	192.8356463	222.7169526	346.6711343	307.8191938	245.3800768
LINC01807	170.7771829	260.1818537	246.8469585	392.076946	202.3630028	125.7147419	246.5733915	118.6846498	349.9899734	176.4856493	160.5541176	191.4127283	160.6297315	123.2079573	168.2892873	95.61999126	109.9967092	204.9649999	95.7503532	106.9768486	152.6249097	115.5126991	217.6798903	201.9722636	105.4059253	138.7825787	201.5828447	172.8694748	171.0906958
DNER	777.7477538	1047.841763	990.4638087	1309.556752	997.649604	745.5755484	1290.884226	691.124977	1359.304493	817.4072177	665.8926536	861.3572775	858.5382203	674.4014507	828.317485	466.9235937	683.2487899	830.3262976	661.5478948	611.9535855	715.3564468	655.4276114	849.7153613	1120.347887	809.7462944	824.3851379	815.3191491	794.0842971	881.7174015
