Geneid	A01	A04	A05	A14	A15	A16	A19	A20	A25	A26	A30	A31	A33	A36	A38	A41	A43	A50	A51	A57
GTF2IRD1	2089.195323	3848.810458	1982.198714	1915.474499	2135.668449	3779.99467	1971.974283	2059.038274	2041.253844	2420.251025	2507.067031	2529.883147	1920.050704	1958.874267	1860.034739	2340.844667	1847.207044	2644.211295	1919.682417	2003.786746
GTF2I	1447.641073	1715.121992	1424.315743	1500.137367	1234.99262	2711.288953	1504.344663	1362.763125	1337.139748	1470.635117	1684.391028	1626.673096	1409.244762	1358.49998	1346.830014	1649.23147	1383.532607	1420.970328	1479.134457	1482.614843
NSUN5P1	150.4122404	180.9341138	94.53882756	165.9760242	120.9698916	209.4293625	130.6097692	131.5600103	138.7917207	182.8137577	140.9213523	170.0511077	152.1549614	116.3990964	126.3068622	131.7358471	110.8623854	149.6934151	119.1820569	109.854862
POR	1469.128536	2432.188065	1318.349145	1458.841897	1414.248005	1648.742922	1215.137317	1294.500856	1418.383682	1403.603406	1536.804477	1535.680837	1484.416558	1286.516328	1187.284504	1465.139069	1197.763205	1741.582344	1265.599938	1450.254496
TMEM120A	173.1275583	288.4940248	146.4832383	165.9760242	145.1638699	201.2164463	144.603673	152.6592572	177.1569118	137.1103183	190.4342599	173.0344605	172.0800159	171.5355104	157.5511912	153.6918216	137.8289116	192.1437865	163.8753283	171.1692036
GTF2IP7	114.8044447	420.2340708	92.46105113	112.7683992	183.6542899	292.5851388	86.29574034	109.2196312	109.4536334	158.43859	166.6299774	193.9179299	100.5309567	72.74943523	67.14206884	183.2479411	85.39399958	120.6484241	75.19820259	115.8159785
CCDC146	1165.234417	1141.469133	1240.432529	1459.63604	1313.073187	1086.158164	1387.728797	1310.635574	1407.099803	1187.273793	1324.470277	1126.21567	1402.904972	1315.616102	1287.665221	1077.531672	1356.566081	1137.223109	1368.465404	1350.618691
STEAP4	153.481878	665.3706122	144.4054619	148.5048637	178.1556585	706.3107911	171.425322	122.8720851	147.8188245	275.2362685	343.733839	258.8058526	223.7040207	141.6699528	134.2841377	344.5399078	150.5631045	188.7924414	126.276227	153.285854
STEAP2	74.89915644	416.065082	81.03328077	81.79679661	156.1611328	357.2618537	73.46799515	90.6026486	102.6833056	266.0955806	197.099459	172.2886223	96.90821947	73.51521876	69.80116067	190.0036256	76.40515752	84.90074288	85.13004067	122.6286832
BET1	254.7799174	287.6602271	253.4887245	247.7728208	261.7348563	215.5890496	292.705822	275.5313423	268.5563376	216.3296133	264.7036212	202.8679882	226.4210735	281.8083386	321.0853391	213.6485212	260.6764198	237.9455031	307.1775634	278.4693013
LMTK2	1293.545267	2160.369995	1265.365846	1284.924436	1487.929666	2205.167993	1269.946773	1244.855569	1342.781688	1727.59001	1491.100255	1505.101471	1363.960547	1229.848347	1226.506109	1253.179468	1200.010415	1299.204789	1222.325501	1378.721097
BHLHA15	33.15208564	55.86444989	33.24442288	20.64773507	21.99452574	49.27749706	36.15091825	33.51056866	21.43937149	28.43769564	37.13468067	40.27526236	27.17052882	37.52339291	31.24432906	17.73367172	24.71931567	31.27922106	27.66726322	23.84446617
TECPR1	601.6489616	1108.117223	633.7218111	668.6689587	587.2538373	996.8427009	648.3842112	629.2540115	560.8088227	701.8017031	696.9893911	803.2677326	679.2632206	588.1217501	597.6308899	598.7225358	600.0052076	632.2871114	518.5838311	594.4084781
BAIAP2L1	1206.367561	2686.496381	916.2994056	1038.739903	1613.298463	3530.527341	759.1692832	1113.295559	1255.895814	1892.122392	1732.951765	1659.489977	1256.184116	877.5879239	878.1650785	1958.304035	933.341434	1368.465921	950.6187875	1200.739189
LOC101927550	208.1214265	245.1365413	156.8721205	192.9769085	191.3523739	290.5319097	191.2500191	224.6449232	195.2111194	187.8919176	226.6167692	203.6138264	169.362963	205.9957692	200.7614336	173.958875	227.7173322	215.6032023	166.7129963	175.427144
SMURF1	1817.225435	2312.121187	1952.070956	1860.678587	1824.44591	2764.672908	2020.952946	2106.201297	2034.483516	1950.013415	2029.077039	2124.893009	1899.219965	1879.23278	1863.358603	1749.722277	1778.292588	1813.077706	1979.982863	1861.571537
ZNF655	146.7286753	122.5682707	131.9388033	177.0940354	160.5600379	122.1671281	129.4436105	176.2407685	182.7988517	139.1415822	122.8300976	134.2508745	154.8720143	143.9673034	131.6250458	108.0909515	157.3047361	192.1437865	122.019725	154.9890301
ZKSCAN1	419.9264181	607.004769	414.5163978	487.604205	491.5776503	486.6152834	387.1646729	418.2615422	456.9971292	471.253242	566.5419231	431.0944749	432.9170926	446.4517973	430.1081043	417.1635158	405.2469629	519.4584926	386.632268	512.6560227
NAPEPLD	451.2367212	747.9165904	443.6052678	405.8074084	558.6609538	690.9115733	441.9741296	459.2189038	482.9500526	500.7065697	524.6463859	536.2576599	446.502357	474.7857878	466.6706171	482.1869787	477.1576994	473.6567761	481.6941468	438.5678599
RELN	830.6439235	3639.527221	634.7606994	643.2563617	1023.845173	3404.253755	585.4116439	773.2253435	913.9942584	3735.494449	2359.48048	1784.044955	751.7179641	664.700103	634.8581756	3605.846584	902.629557	685.9086333	646.9883091	973.3651726
ORC5	329.0651463	882.9918274	297.1220295	285.8917163	439.8905148	902.3941648	325.3582642	286.7015319	323.8473483	621.5667762	652.23734	583.245466	328.7633988	334.6474021	317.7614743	488.9426632	349.0667001	323.963361	320.6564865	398.5432203
LHFPL3-AS2	110.5069521	244.3027436	137.1332444	119.1215485	108.8729024	165.284938	114.283548	121.6309529	94.78458975	149.2979021	169.4864913	147.675962	110.4934839	123.2911481	115.0057219	131.7358471	106.3679644	118.414194	99.31838078	131.1445639
PIK3CG	486.8445169	432.7410372	528.7941014	570.1951453	347.5135067	372.6610715	584.2454853	552.3038168	466.024233	418.4403787	491.3203904	416.9235492	555.1844723	588.1217501	611.5911221	343.6954472	543.0758745	437.9090948	622.1587139	586.7441854
SLC26A4-AS1	12.89247775	42.52368574	16.62221144	19.85359141	24.19397831	46.19765349	18.65853845	16.13471824	13.54065568	22.34390372	31.42165288	37.29190959	21.73642306	11.48675293	12.63068622	23.64489563	17.97768412	15.63961053	19.86367616	18.73493771
SLC26A3	151.6400954	502.780049	107.0054861	136.5927089	200.1501842	406.5393507	127.1112932	142.7301998	152.3323764	191.9544456	327.546927	252.0933088	152.1549614	150.0935716	137.6080025	199.2926917	170.038929	196.6122467	147.5587372	177.1303201
LSMEM1	124.0133574	182.6017094	140.249909	127.062985	125.3687967	209.4293625	129.4436105	145.2124642	164.7446441	146.2510062	164.7256348	131.2675218	138.569697	153.1567057	132.2898188	103.0241881	149.8140344	118.414194	143.3022351	137.9572686
TFEC	430.9771133	446.0818014	593.2051708	563.841996	323.3195284	417.8321104	588.9101199	512.5875873	538.2410633	508.8316256	508.4594738	424.3819312	564.2413153	634.8345453	526.5001834	285.4276687	558.8063482	445.7289001	617.9022119	554.3838385
CADPS2	1152.34194	4404.119766	791.6328198	1028.416035	1955.313338	4518.130511	676.3720189	920.920072	1149.827345	1959.154103	2804.144476	1883.241434	1092.255259	811.7305405	875.5059867	2321.422075	1176.04017	1113.763693	871.8734999	1569.476827
GPR37	61.39275118	254.3083167	35.32219931	50.03105035	153.9616802	169.3913961	39.64939421	52.12755125	58.67617461	130.0008944	187.577746	62.65040811	54.34105765	44.41544467	41.8806964	146.9361371	65.91817512	88.25208799	32.63318226	75.7913389
ATP6V1FNB	127.6969225	184.2693049	128.8221387	124.680554	91.27728182	133.4598879	111.9512307	110.4607634	134.2781688	140.1572142	144.7300375	151.4051529	125.8901169	121.7595811	113.676176	70.93468689	98.1281925	135.1709196	114.9255549	115.8159785
UBE2H	1739.256641	2997.502946	1635.21005	1696.29085	1945.415802	2736.954316	1736.410235	1862.939391	1818.961413	1915.481928	2208.085243	1998.100516	1755.216162	1704.634135	1661.932397	1921.14777	1691.400448	1762.80753	1733.105745	1861.571537
LOC100128325	31.92423061	14.17456191	39.47775217	27.79502797	16.49589431	28.74520662	23.32317306	23.58151128	22.56775947	43.67217545	39.03902327	43.25861513	41.66147753	27.56820703	23.93182652	21.11151396	41.19885945	33.51345114	26.24842921	23.84446617
PODXL	700.491291	1371.597315	758.3883969	603.5491788	533.3672492	948.5918183	672.8735429	706.2042062	613.8430575	766.8021503	830.293373	826.3887166	672.0177463	663.9343194	637.5172675	695.8355	644.9494179	627.8186513	698.0663335	717.8887493
LOC101928782	106.8233871	381.8793739	97.65549221	110.3859682	113.2718076	280.2657645	128.2774519	106.7373668	94.78458975	192.9700776	217.0950562	193.1720917	109.5877996	111.0386117	110.3523112	146.0916766	110.1133153	176.504176	88.6771257	129.4413878
FAM180A	117.8740823	364.369621	124.6665858	111.1801119	106.6734498	159.1252509	142.2713557	121.6309529	103.8116935	201.0951335	200.9081441	137.2342273	134.0412755	126.3542822	111.6818571	110.6243331	133.3344906	142.9907248	127.695061	120.925507
PTN	274.4255978	988.8841429	237.9054012	214.4187872	475.081756	1220.644667	152.7667836	235.8151128	309.1783047	510.8628895	723.6501875	512.3908378	281.6678155	210.5904704	186.1364285	368.1848034	260.6764198	266.9904941	168.1318303	282.7272417
CREB3L2	1833.18755	2798.225281	1811.821047	1905.150632	1909.124834	2259.578563	1840.198355	1913.82581	1896.820183	2000.795015	2272.832891	1979.454561	1928.201862	1783.509838	1768.960843	1673.720826	1917.61964	1671.204097	1779.21785	1905.002529
DENND2A	1151.728012	2162.871388	1301.726933	1091.947528	1194.302748	1593.305738	1164.992495	1346.628407	1119.360869	1514.307293	1416.830893	1476.75962	1153.841791	1258.182338	1219.193606	1057.264619	1137.837591	1242.231922	1190.401735	1153.901845
MGAM	594.2818314	827.1273775	745.9217384	677.4045389	597.1513738	524.6000207	700.8613506	619.3249541	678.1611719	717.0361829	586.5375204	566.0911876	634.8846902	712.9444653	602.9490736	380.8517118	640.4549969	608.8276956	636.347054	692.341107
TRPV6	138.7476177	323.5135307	126.7443622	115.9449738	89.07782925	233.0414965	109.6189134	115.425292	116.2239612	218.3608772	198.0516303	166.3219168	143.0981185	98.02029168	113.676176	151.1584399	115.3568065	211.1347422	112.0878869	109.854862
LOC154761	130.1526325	240.1337548	144.4054619	100.0621007	138.5655122	176.5776978	107.2865961	121.6309529	98.16975367	178.7512297	183.7690608	176.0178133	99.62527236	122.5253646	138.2727754	80.22375303	107.1170346	111.7115038	102.8654658	128.5897997
OR2F1	0	17.50975295	2.07777643	7.147292907	4.398905148	5.13307261	4.664634613	3.723396518	3.38516392	7.10942391	12.37822689	7.458381918	3.622737177	1.531567057	1.329545918	0.844460558	5.992561374	3.351345114	4.256502033	5.109528465
NOBOX	77.35486649	238.4661592	70.64439862	70.67878542	94.57646068	156.0454073	92.1265336	80.67359122	83.50071002	104.6100947	139.0170097	111.1298906	87.85137653	62.79424936	91.73866831	79.37929247	71.16166632	86.01785792	65.26636451	85.15880775
PDIA4	431.5910408	537.799555	430.099721	421.6902815	503.6746394	606.7291825	427.9802257	439.3607891	433.3009817	435.7061225	405.6249735	498.9657503	421.1431968	353.7919903	368.9489921	407.0299891	414.235805	399.9271836	435.5820414	446.2321526
RARRES2	59.55096865	101.7233267	43.63330503	47.64861938	47.28823034	61.59687132	48.97866343	38.47509735	48.52068285	81.25055897	65.69981965	70.85462823	57.96379483	49.01014584	73.78979842	25.33381675	54.68212254	52.50440678	51.78744141	41.7278158
ZNF775	389.2300425	505.2814423	315.8220174	334.3344793	310.1228129	352.128781	295.0381393	297.8717214	317.0770205	326.0178679	342.7816677	315.4895551	323.329293	319.3317315	329.0626146	227.1598902	290.6392267	360.8281572	322.0753205	332.9709383
KCNH2	422.9960556	968.8729967	424.9052799	345.4524905	342.0148753	384.9804457	415.1524805	374.8219161	341.9015559	593.1290805	489.4160478	510.1533232	398.5010894	363.7471762	355.6535329	312.4504065	390.2655595	404.3956437	350.4520008	332.9709383
AGAP3	1141.905172	1499.168372	1096.027067	1179.30333	1171.208496	1212.43175	1116.013831	1120.742352	1144.185405	1298.993312	1154.031615	1353.696318	1123.048525	1048.357651	1135.432214	1038.686487	1116.863626	1271.276913	1029.364075	1067.891449
PRKAG2	6004.824993	7124.801856	5674.40743	5892.54593	6233.248595	6841.359175	5387.652978	5865.590648	5831.509046	4237.21665	5436.898119	7075.021088	5610.714202	5597.877595	5723.030402	4896.182317	5334.877763	5796.709932	5617.16385	5208.312682
SHH	100.6841119	411.8960932	54.02218718	101.650388	144.0641436	127.3002007	53.64329805	78.19132687	115.0955733	117.8133105	122.8300976	123.0633017	50.71832047	73.51521876	66.47729588	108.935412	83.89585924	90.48631807	64.55694751	65.57228197
LOC285889	41.7470708	262.6462943	16.62221144	26.20674066	71.48220866	122.1671281	38.48323556	32.26943649	30.46647528	94.45377481	115.2127272	79.80468653	31.6989503	32.16290821	37.22728569	63.33454187	28.46466653	31.27922106	23.41076118	45.13416811
LINC01006	1194.702938	2867.430495	878.8994299	943.4426638	1595.702842	1730.872084	824.4741678	1062.40914	1175.780268	1409.697198	1724.382223	1332.812849	784.3225987	1033.807764	1041.699226	1203.356295	1041.207539	1015.457569	932.8833623	1193.074897
RNF32	257.2356274	633.6862973	227.5165191	204.0949197	300.2252764	382.9272167	249.5579518	266.8434171	245.9885782	352.4242995	376.1076632	312.5062024	182.0425431	248.1138633	247.2955407	217.870824	221.7247708	229.0085828	231.9793608	283.5788298
MNX1-AS1	18.41782535	97.55433787	14.54443501	19.85359141	9.897536583	55.43718419	18.65853845	7.446793035	12.41226771	43.67217545	58.08244926	27.5960131	19.01937018	16.84723763	14.62500509	32.93396177	18.72675429	16.75672557	16.31659113	29.80558271
UBE3C	1821.522928	2768.208562	1783.771065	1863.855161	1839.842078	2349.920641	1843.696831	1954.783172	1874.252424	2067.826726	1953.855506	2136.82642	1616.646465	1818.735881	1904.574527	1751.411198	1798.517482	1856.645193	1863.638474	1738.942854
PTPRN2	5665.323079	13976.95184	5364.818742	5304.085481	5484.334993	7743.753339	5363.163646	4993.07473	4495.497686	10470.15016	8721.889101	5304.40122	5122.550368	5643.824607	5506.979191	6896.709379	5015.0248	5576.638269	5498.69121	5820.60451
TUSC3	322.9258712	1017.233267	262.8387184	276.3619924	418.9957153	1637.450163	283.3765527	320.2121005	323.8473483	1232.977232	2005.272756	478.8281192	430.2000397	248.1138633	361.6364896	1648.38701	408.9923138	353.008352	302.9210614	567.1576596
SLC7A2	331.5208564	925.5155132	235.8276248	314.4808879	825.8944415	907.5272374	156.2652595	276.7724745	470.5377849	496.6440417	891.2323361	325.1854516	195.6278075	199.1037175	265.2444106	690.7687366	300.3771389	389.8731482	216.3721867	285.282006
MTUS1	1053.49961	2287.941052	991.0993571	1009.356587	1671.583956	2406.38444	728.8491582	958.1540372	1236.713219	1555.948204	2423.275957	1136.657404	813.3044961	926.5980698	872.1821219	1929.592376	928.0979428	1206.484241	849.1721557	1043.195395
PSD3	3426.329443	6027.524004	3562.347689	3570.469879	5537.121855	7951.129473	3414.512537	3442.900647	4352.192413	5114.722687	6840.398614	3442.043255	3197.971243	3233.138058	3491.38758	6054.782202	3447.220931	3927.776473	3534.315522	3595.404863
SLC25A37	787.0550701	1131.46356	879.9383181	894.2057571	842.3903358	1045.093583	813.9787399	866.3102564	959.1297773	1090.788754	1225.444462	959.8937529	968.1765104	814.7936746	801.0514153	1040.375408	750.5683121	898.1604904	879.6770869	850.7364894
NKX2-6	14.12033277	42.52368574	11.42777036	8.73558022	12.09698916	40.03796636	8.163110572	11.17018955	11.28387973	33.51585558	22.85211118	17.9001166	13.58526441	13.78410352	13.96023213	34.62288289	10.4869824	8.936920303	10.64125508	16.18017347
RBPMS	1775.478364	2977.4918	1627.937833	1789.999801	2368.810422	3134.254136	1514.840091	1732.620513	1800.907205	2061.732934	2902.21812	1608.77298	1725.32858	1513.188253	1731.068785	2149.996581	1674.920904	1804.140786	1526.665396	1798.55402
ZNF703	44.81670836	54.19685437	27.01109359	34.94232088	36.29096747	67.75655845	10.49542788	26.06377562	41.75035501	54.84412731	83.79107434	41.02110055	27.17052882	14.54988705	22.6022806	135.9581499	25.46838584	32.3963361	26.95784621	28.10240656
C8orf86	130.1526325	309.3389688	127.7832504	106.41525	130.8674282	286.4254516	86.29574034	112.9430277	126.379453	256.9548928	298.981788	136.4883891	139.4753813	118.696447	107.0284464	537.076915	146.0686835	111.7115038	113.5067209	153.285854
TCIM	4.911420094	29.18292159	3.116664645	0.794143656	2.199452574	9.239530698	3.49847596	7.446793035	3.38516392	44.68780744	39.99119457	8.20422011	11.77389582	1.531567057	7.312502547	45.60087014	3.745350859	4.468460151	1.418834011	7.664292698
SIRLNT	19.64568038	75.87559612	16.62221144	18.2653041	31.89206232	74.94286011	12.82774519	26.06377562	21.43937149	40.62527949	76.17370394	23.12098395	19.92505447	8.423618816	21.93750764	117.3800176	26.96652618	26.81076091	17.73542514	32.36034695
GPAT4	704.7887836	1070.596323	734.493968	753.6423299	842.3903358	857.2231259	866.4558793	748.4027001	756.0199421	732.2706628	952.1712993	660.812638	749.0009113	729.7917029	725.267298	1990.393536	752.0664525	720.5391994	793.1282122	831.1499637
NKX6-3	85.94985165	115.0640908	83.1110572	113.5625429	63.78412465	60.5702568	73.46799515	71.98566601	85.75748597	92.42251083	86.64758823	86.51723025	83.32295506	78.10991993	103.7045816	133.4247682	79.40143821	83.78362784	102.1560488	77.49451505
IKBKB	1141.291244	1462.48127	1062.782644	1217.422225	976.5569429	1169.313941	1067.035168	1084.749519	1032.474996	1002.428771	1298.761652	942.7394745	1167.427055	1033.04198	1050.341275	2584.893769	1103.380363	1205.367126	1093.211606	1078.110506
SLC20A2	2110.068858	1896.889903	2124.5264	2046.508202	2118.072829	1920.795771	2253.018518	2186.874888	2102.186794	1766.184026	2137.624567	1866.832994	1910.993861	2131.17556	2059.466626	3966.431242	1979.043394	2205.185085	2258.074329	1846.242952
FNTA	362.217232	362.7020254	286.7331473	362.923651	362.9096747	559.5049145	320.6936296	291.6660606	336.259616	362.5806194	506.5551312	306.5394968	399.4067737	303.2502774	335.0455712	1224.467809	298.1299284	327.3147061	321.3659035	368.7376376
ASNSP1	38.06350573	217.6212153	33.24442288	40.50132647	56.08604064	176.5776978	24.48933172	37.23396518	34.98002717	43.67217545	311.3600149	171.5427841	46.189899	39.82074349	65.81252292	288.8055109	40.44978928	22.34230076	31.21434825	59.61116543
UBE2V2	609.6300192	821.2907932	610.8662704	704.4054232	777.5064849	679.6188136	661.2119564	668.970241	689.4450517	646.9575758	826.4846878	826.3887166	571.4867896	596.5453689	653.4718185	1207.578598	635.2115057	632.2871114	704.4510865	626.768825
LOC101929268	845.9921113	1854.366217	917.3382938	728.2297329	843.4900621	1424.940957	761.5016005	919.6789399	751.5063902	1192.351953	1632.021607	1185.882725	803.3419689	732.854837	862.2105275	1791.100844	730.3434175	979.7098882	687.4250784	901.8317741
ST18	1129.012694	2292.943839	953.6993814	1013.327306	1385.655122	3256.421264	1058.872057	1007.799324	1039.245323	1538.682461	2558.484281	1203.037003	987.1958806	1070.565373	1168.006089	2160.974569	1113.867345	950.6648972	1057.740755	1303.781347
OPRK1	49.72812846	238.4661592	33.24442288	28.58917163	29.69260975	223.8019658	23.32317306	37.23396518	31.59486325	236.642253	164.7256348	82.0422011	41.66147753	38.28917644	46.53410711	194.2259284	35.95536825	17.87384061	20.57309316	45.98575619
LOC100507516	46.6584909	172.5961362	29.08887002	23.82430969	35.19124118	180.6841559	40.81555286	31.02830431	36.10841514	87.3443509	134.2561532	64.1420845	31.6989503	22.20772233	30.5795561	195.9148495	38.20257876	50.2701767	26.24842921	20.43811386
ATP6V1H	941.1508756	1607.562081	883.0549827	958.5313932	1099.726287	1685.701045	869.9543553	943.2604511	916.2510343	1231.9616	1504.430653	965.1146202	1046.06536	837.0013969	895.4491755	2175.330398	889.1462939	947.3135521	883.933589	1021.054105
TCEA1	529.8194427	781.2685008	519.4441075	549.5474102	648.8385093	734.0293832	529.4360286	594.5023107	639.7959808	587.0352886	746.5022986	531.0367926	579.6379483	524.5617172	577.0229282	1031.930802	559.5554183	522.8098377	586.6878636	487.1083803
LYPLA1	833.0996335	1143.970526	754.2328441	764.7603411	881.9804822	1003.002388	869.9543553	847.6932739	814.6961167	638.8325199	1019.775462	833.1012603	781.6055459	798.7122205	770.4718592	1388.293158	766.2987857	880.2866498	868.3264148	782.6094432
IMPAD1	283.6345105	450.2507902	273.2276005	273.9795614	353.0121381	473.2692946	265.8841729	341.3113475	348.6718837	308.7521241	384.6772049	300.5727913	337.8202417	257.3032657	294.4944207	564.9441135	283.1485249	299.3868301	300.0833934	291.2431225
FAM110B	1313.804875	2529.742403	1232.121423	1067.329074	1539.616802	3012.087008	733.5137929	1254.784626	1146.442181	2471.032625	2008.12927	1370.104758	1102.217786	975.6082156	1195.926553	2758.852644	1104.878503	1099.241197	803.7694673	1133.463731
CYP7A1	82.26628658	163.4243609	64.41106933	77.03193467	95.67618697	89.31546341	46.64634613	75.70906253	85.75748597	79.219295	108.5475281	75.32965738	57.96379483	47.47857878	62.48865813	152.847361	68.9144558	53.62152182	54.62510943	59.61116543
LOC401463	31.92423061	81.71218044	13.50554679	29.38331529	30.79233604	26.69197757	18.65853845	18.61698259	30.46647528	23.3595357	52.36942146	46.98780609	34.41600318	26.03663998	37.22728569	66.7123841	31.46094721	15.63961053	15.60717412	21.28970194
DNAJC5B	416.8567805	914.6761423	447.7608207	454.2501714	471.7825771	867.4892711	436.1433363	461.7011682	461.5106811	524.0661054	791.2543497	675.7294018	581.4493168	425.0098585	442.0740176	963.5294969	467.4197872	452.4315903	416.4277823	448.7869168
VXN	187.2478911	291.8292159	216.0887487	204.0949197	224.3441625	277.1859209	176.0899566	160.1060503	223.4208187	202.1107654	281.8427046	259.5516908	167.5515944	199.869501	192.1193851	299.7834982	183.5221921	192.1437865	180.9013364	180.5366724
C8orf34-AS1	84.10806912	224.2915973	88.30549827	59.56077423	56.08604064	107.7945248	76.96647111	71.98566601	51.90584677	123.9071024	162.8212922	134.2508745	85.13432365	71.21786817	65.14774996	250.8047858	71.91073649	64.7926722	67.39461553	73.23657467
LINC01592	248.6406423	1326.572236	203.6220901	191.3886212	298.0258238	796.6528691	155.0991009	281.7370032	207.6233871	611.4104563	1034.058031	721.2255315	316.989503	226.6719245	281.8637345	1460.916766	292.137367	246.8824234	231.9793608	303.1653556
SULF1	543.325848	2264.594715	589.0496179	528.8996751	614.7469944	1301.747214	466.4634613	577.1264602	510.0313639	944.5377481	1713.908339	1131.436537	644.8472174	369.1076609	576.3581553	1696.521261	534.8361027	632.2871114	478.8564788	608.0338873
SLCO5A1	626.8199896	1956.923342	604.6329411	604.3433225	745.6144226	2615.813802	471.1280959	635.4596723	604.8159537	1205.555169	1583.460871	1390.24239	795.1908103	630.2398442	700.6706986	2063.017144	644.9494179	535.0981031	539.8663412	749.3975082
PRDM14	87.17770668	212.6184287	73.76106326	73.85536004	93.4767344	128.3268152	52.47713939	88.12038425	72.21683029	144.2197422	152.3474079	137.2342273	102.3423252	76.57835287	83.09661985	211.1151396	80.89957855	75.96382258	72.36053457	69.83022236
NCOA2	3550.342801	4946.922108	3756.619785	3823.007562	4115.175766	8377.174499	3612.759508	4098.218434	3904.222388	4382.452025	4219.071027	5464.756432	4252.187761	3727.068434	4033.177541	7225.204536	3762.579473	3311.128972	3790.415061	3485.550001
LOC101926892	98.22840189	277.654654	94.53882756	71.47292907	122.0696179	379.8473731	87.46189899	114.1841599	74.47360624	146.2510062	159.012607	240.1598978	141.2867499	77.3441364	92.40344127	336.0953022	94.38284164	82.6665128	84.42062366	86.01039583
SBSPON	255.3938449	472.7633297	229.5942955	192.1827648	223.2444363	278.2125355	192.4161778	224.6449232	199.7246713	232.5797251	280.8905333	374.4107723	209.2130719	247.3480798	256.6023621	332.7174599	214.2340691	236.828388	197.9273446	177.1303201
RDH10	114.1905172	269.3166764	94.53882756	105.6211063	173.7567533	218.6688932	69.96951919	107.978499	119.6091252	128.9852624	186.6255747	189.4429007	96.90821947	101.8492093	109.6875382	228.0043507	103.3716837	117.297079	87.96770869	109.854862
RDH10-AS1	204.4378614	474.4309252	245.1776187	210.4480689	207.8482682	482.5088253	246.0594758	233.3328484	257.2724579	251.8767328	379.9163484	388.581698	269.8939197	221.3114398	235.9944004	383.3850934	222.473841	282.6301046	212.8251017	258.8827756
STAU2	2288.721764	4003.063044	2157.770823	2127.510855	2609.650479	4466.799785	2260.01547	2481.023213	2342.533433	2479.157681	3425.912335	3836.591659	2347.53369	2259.06141	2435.063348	4466.351892	2357.323831	2080.068201	2204.868053	2375.079148
ELOC	315.5587411	384.3807672	315.8220174	348.6290651	334.3167912	509.2008029	320.6936296	310.2830431	337.388004	296.5645403	378.0120058	468.3863845	307.0269757	313.9712468	324.4092039	474.5868337	340.077858	320.6120159	314.9811505	347.4479356
TMEM70	89.63341672	96.72054012	62.3332929	70.67878542	76.98084009	89.31546341	54.8094567	93.08491294	60.93295056	81.25055897	109.4996994	121.5716253	84.22863936	87.29932228	83.09661985	86.9794375	70.41259615	73.7295925	71.65111756	63.86910581
JPH1	231.450672	1137.300144	182.8443258	169.1525988	317.8208969	1233.990655	206.4100816	220.9215267	253.887294	607.3479283	831.2455443	811.4719527	250.8745495	236.6271104	257.931908	830.1047287	232.2117533	227.8914677	169.5506643	308.2748841
GDAP1	342.5715516	845.4709282	305.4331352	284.303429	420.0954416	1261.709248	410.4878459	475.3536221	363.3409274	817.5837497	965.5016975	1006.881559	443.7853041	374.4681456	450.7160661	1129.043766	319.8529634	297.1526001	357.5461708	435.1615076
MIR2052HG	303.2801908	1414.121	186.9998787	209.6539253	477.2812086	1873.571503	218.0716681	349.9992727	314.8202445	903.9124686	1370.1745	1503.609795	389.4442465	266.492668	388.8921809	1349.447972	277.1559636	249.1166534	199.3461786	399.3948084
PI15	58.32311362	231.7957772	50.90552253	29.38331529	57.18576692	306.9577421	68.80336054	62.05660863	41.75035501	156.407326	193.2907738	184.9678716	78.79453359	52.07327995	115.6704948	156.2252033	44.94421031	54.73863686	53.91569242	70.68181043
HNF4G	338.8879865	1319.068056	194.2720962	344.6583469	884.1799347	1675.4349	157.4314182	409.5736169	463.767457	602.2697684	920.7496464	893.5141538	229.1381264	255.7716986	342.3580738	857.9719272	422.4755769	342.9543166	240.4923649	354.2606402
ZFHX4	418.6985631	1874.377364	318.938682	368.4826566	972.1580377	972.2039523	195.9146537	404.6090883	524.7004076	830.7869655	1341.609361	1306.708512	281.6678155	357.6209079	395.5399105	1384.915315	489.1428222	460.2513956	330.5883246	437.7162718
PKIA	216.1024842	671.2071965	283.6164827	206.4773507	224.3441625	770.987506	285.70887	299.1128536	212.136939	358.5180915	482.7508487	454.2154588	239.1006537	255.7716986	278.5398697	705.1245661	271.1634022	243.5310783	258.937207	254.6248352
ZC2HC1A	184.1782535	558.6444989	180.7665494	196.1534831	212.2471734	521.5201772	187.7515432	181.2052972	207.6233871	260.0017887	374.2033206	256.568338	219.1755992	204.4642022	211.3978009	490.6315843	177.5296307	183.2068662	217.7910207	255.4764233
STMN2	160.2350806	366.0372165	189.0776551	141.3575708	129.7677019	248.4407143	157.4314182	222.1626589	162.4878682	297.5801722	308.503501	232.7015159	160.3061201	145.4988705	156.8864183	490.6315843	157.3047361	128.4682294	149.6869882	143.9183851
LINC01607	8.594985165	10.00557312	3.116664645	3.970718282	2.199452574	20.53229044	10.49542788	6.205660863	4.513551893	8.125055897	13.33039819	11.93341107	8.151158647	12.25253646	10.63636734	5.911223908	6.741631546	14.52249549	4.965919039	4.257940388
LOC101927040	360.3754494	872.1524566	392.6997453	356.5705017	464.0844931	599.5428808	359.1768652	372.3396518	380.266747	477.347034	522.7420433	578.7704369	397.5954051	401.2705691	345.6819386	646.012327	393.2618402	404.3956437	373.8627619	408.7622772
